Fuel_ID,Equipment_ID,Usage_Date,Fuel_Liters
FUEL-200552,EQ-1017,2023-11-28,146.99
FUEL-200554,EQ-1052,2024-04-30,85.23
FUEL-200556,EQ-1058,2023-01-26,21.49
FUEL-200557,EQ-1113,2023-07-28,107.87
FUEL-200558,EQ-1095,2023-09-01,128.74
FUEL-200559,EQ-1007,2023-10-04,112.45
FUEL-200560,EQ-1013,2023-06-04,38.67
FUEL-200561,EQ-1145,2023-08-18,70.32
FUEL-200562,EQ-1082,2023-07-26,137.27
FUEL-200563,EQ-1131,2023-11-17,111.7
FUEL-200564,EQ-1092,2023-05-06,141.38
FUEL-200565,EQ-1147,2024-04-17,61.15
FUEL-200566,EQ-1115,2023-01-17,55.96
FUEL-200567,EQ-1019,2023-04-15,35.45
FUEL-200568,EQ-1131,2023-10-21,144.3
FUEL-200569,EQ-1120,2023-11-07,173.7
FUEL-200570,EQ-1045,2023-02-20,104.43
FUEL-200571,EQ-1034,2023-02-11,135.79
FUEL-200572,EQ-1125,2023-12-17,157.95
FUEL-200573,EQ-1070,2023-10-28,67.63
FUEL-200574,EQ-1101,2023-07-20,96.5
FUEL-200575,EQ-1108,2023-06-12,152.92
FUEL-200576,EQ-1054,2023-08-15,91.41
FUEL-200577,EQ-1045,2023-02-03,144.98
FUEL-200578,EQ-1126,2023-07-14,16.87
FUEL-200579,EQ-1032,2023-03-29,70.58
FUEL-200580,EQ-1113,2023-09-16,96.5
FUEL-200581,EQ-1139,2023-09-12,163.18
FUEL-200582,EQ-1087,2024-03-02,104.56
FUEL-200583,EQ-1077,2023-11-04,16.27
FUEL-200584,EQ-1148,2023-03-14,128.03
FUEL-200585,EQ-1120,2023-07-07,62.35
FUEL-200586,EQ-1123,2023-12-28,96.5
FUEL-200587,EQ-1036,2023-05-14,36.28
FUEL-200588,EQ-1044,2023-06-27,65.47
FUEL-200589,EQ-1061,2023-12-21,96.5
FUEL-200590,EQ-1071,2024-03-05,62.27
FUEL-200591,EQ-1145,2023-03-19,87.33
FUEL-200592,EQ-1000,2023-04-14,26.59
FUEL-200593,EQ-1012,2023-03-15,60.02
FUEL-200594,EQ-1117,2023-12-02,123.58
FUEL-200595,EQ-1057,2024-01-22,88.61
FUEL-200596,EQ-1109,2023-10-11,39.69
FUEL-200597,EQ-1131,2023-03-04,165.32
FUEL-200598,EQ-1096,2023-06-28,114.53
FUEL-200599,EQ-1060,2023-09-03,114.6
FUEL-200600,EQ-1006,2023-07-12,168.38
FUEL-200601,EQ-1074,2023-04-01,91.51
FUEL-200602,EQ-1039,2023-07-29,87.66
FUEL-200603,EQ-1113,2024-02-17,114.29
FUEL-200604,EQ-1019,2023-09-30,164.72
FUEL-200605,EQ-1128,2024-05-01,96.5
FUEL-200606,EQ-1055,2023-12-21,34.36
FUEL-200607,EQ-1060,2023-05-04,32.93
FUEL-200608,EQ-1137,2023-05-21,49.89
FUEL-200609,EQ-1148,2023-04-06,58.63
FUEL-200610,EQ-1103,2024-03-10,130.44
FUEL-200611,EQ-1082,2023-01-18,154.18
FUEL-200612,EQ-1130,2023-11-28,117.62
FUEL-200613,EQ-1130,2023-08-08,59.18
FUEL-200614,EQ-1080,2023-12-20,66.23
FUEL-200615,EQ-1119,2024-01-18,171.97
FUEL-200616,EQ-1082,2023-05-01,95.41
FUEL-200617,EQ-1146,2023-11-06,158.59
FUEL-200618,EQ-1096,2024-01-09,16.73
FUEL-200619,EQ-1127,2023-01-06,84.21
FUEL-200620,EQ-1120,2024-01-27,163.02
FUEL-200621,EQ-1027,2023-05-10,96.5
FUEL-200622,EQ-1111,2023-09-22,158.94
FUEL-200623,EQ-1013,2023-01-13,75.38
FUEL-200624,EQ-1088,2024-04-20,57.63
FUEL-200625,EQ-1081,2023-07-02,175.48
FUEL-200626,EQ-1079,2023-05-24,29.09
FUEL-200627,EQ-1114,2023-07-25,86.6
FUEL-200628,EQ-1083,2023-10-28,113.63
FUEL-200629,EQ-1016,2023-01-07,25.51
FUEL-200630,EQ-1035,2023-09-23,89.81
FUEL-200631,EQ-1048,2023-01-13,60.44
FUEL-200632,EQ-1033,2023-10-07,108.24
FUEL-200633,EQ-1034,2023-09-16,96.5
FUEL-200634,EQ-1047,2023-10-10,157.62
FUEL-200635,EQ-1143,2024-04-24,130.78
FUEL-200636,EQ-1139,2023-07-01,26.21
FUEL-200637,EQ-1069,2023-05-20,73.28
FUEL-200638,EQ-1078,2023-08-24,128.41
FUEL-200639,EQ-1095,2023-05-10,52.13
FUEL-200640,EQ-1012,2024-03-02,79.57
FUEL-200641,EQ-1027,2023-04-07,126.01
FUEL-200642,EQ-1056,2024-04-14,24.12
FUEL-200643,EQ-1092,2023-01-15,129.88
FUEL-200644,EQ-1109,2023-06-18,174.62
FUEL-200645,EQ-1149,2023-02-19,154.15
FUEL-200646,EQ-1010,2023-12-27,135.77
FUEL-200647,EQ-1099,2024-02-18,96.5
FUEL-200648,EQ-1116,2023-08-05,45.9
FUEL-200649,EQ-1058,2023-03-28,96.5
FUEL-200650,EQ-1111,2023-11-28,168.75
FUEL-200651,EQ-1027,2024-02-05,55.16
FUEL-200652,EQ-1067,2023-07-09,96.5
FUEL-200653,EQ-1079,2023-07-17,40.31
FUEL-200654,EQ-1093,2023-08-02,20.62
FUEL-200655,EQ-1085,2024-04-16,72.7
FUEL-200656,EQ-1055,2023-10-06,155.78
FUEL-200657,EQ-1069,2023-04-24,32.58
FUEL-200658,EQ-1012,2024-05-07,134.46
FUEL-200659,EQ-1027,2024-02-14,140.02
FUEL-200660,EQ-1029,2024-05-04,56.67
FUEL-200661,EQ-1116,2023-02-17,154.16
FUEL-200662,EQ-1101,2023-07-20,53.77
FUEL-200663,EQ-1102,2023-04-23,73.11
FUEL-200664,EQ-1011,2023-03-28,147.35
FUEL-200665,EQ-1026,2024-03-03,116.29
FUEL-200666,EQ-1027,2023-09-27,81.64
FUEL-200667,EQ-1085,2023-10-03,28.54
FUEL-200668,EQ-1051,2023-02-09,162.95
FUEL-200669,EQ-1041,2023-09-06,145.14
FUEL-200670,EQ-1114,2023-03-29,141.0
FUEL-200671,EQ-1019,2023-11-09,105.14
FUEL-200672,EQ-1133,2024-04-30,66.82
FUEL-200673,EQ-1126,2023-05-06,89.52
FUEL-200674,EQ-1122,2023-03-19,95.04
FUEL-200675,EQ-1146,2024-02-19,39.64
FUEL-200676,EQ-1031,2023-02-14,171.6
FUEL-200677,EQ-1032,2023-05-29,56.43
FUEL-200678,EQ-1017,2024-05-07,96.5
FUEL-200679,EQ-1097,2023-05-09,128.7
FUEL-200680,EQ-1089,2024-03-07,170.23
FUEL-200681,EQ-1027,2023-07-14,93.4
FUEL-200682,EQ-1132,2023-05-19,96.08
FUEL-200683,EQ-1017,2023-01-08,172.91
FUEL-200684,EQ-1088,2023-02-22,68.94
FUEL-200685,EQ-1048,2023-10-05,113.14
FUEL-200686,EQ-1109,2024-01-07,100.57
FUEL-200687,EQ-1017,2023-07-15,47.24
FUEL-200688,EQ-1005,2024-02-26,78.55
FUEL-200689,EQ-1064,2023-06-24,96.5
FUEL-200690,EQ-1001,2023-07-13,22.85
FUEL-200691,EQ-1021,2024-03-05,77.31
FUEL-200692,EQ-1035,2024-02-18,116.16
FUEL-200693,EQ-1082,2023-01-31,111.55
FUEL-200694,EQ-1066,2023-08-26,123.39
FUEL-200695,EQ-1093,2023-05-14,173.63
FUEL-200696,EQ-1144,2023-08-28,72.21
FUEL-200697,EQ-1111,2023-06-01,107.67
FUEL-200698,EQ-1117,2023-03-22,54.99
FUEL-200699,EQ-1099,2023-05-29,75.59
FUEL-200700,EQ-1079,2024-03-01,167.49
FUEL-200701,EQ-1044,2023-08-08,123.72
FUEL-200702,EQ-1042,2023-04-07,103.73
FUEL-200703,EQ-1081,2024-04-17,25.53
FUEL-200704,EQ-1123,2023-05-23,80.69
FUEL-200705,EQ-1080,2023-02-22,69.97
FUEL-200706,EQ-1111,2023-04-14,49.68
FUEL-200707,EQ-1000,2023-02-10,174.33
FUEL-200708,EQ-1126,2023-07-02,62.4
FUEL-200709,EQ-1130,2023-04-20,89.92
FUEL-200710,EQ-1144,2023-09-17,107.72
FUEL-200711,EQ-1032,2023-07-05,71.36
FUEL-200712,EQ-1063,2024-04-22,177.52
FUEL-200714,EQ-1038,2024-05-12,162.09
FUEL-200715,EQ-1004,2023-07-10,96.5
FUEL-200716,EQ-1054,2024-02-24,111.05
FUEL-200717,EQ-1093,2023-02-24,40.29
FUEL-200718,EQ-1090,2024-04-11,118.61
FUEL-200719,EQ-1105,2024-01-16,32.56
FUEL-200720,EQ-1009,2023-05-17,105.82
FUEL-200721,EQ-1008,2024-01-28,49.33
FUEL-200722,EQ-1108,2023-10-02,73.63
FUEL-200723,EQ-1068,2023-08-01,131.44
FUEL-200724,EQ-1022,2023-01-18,48.04
FUEL-200725,EQ-1140,2023-02-21,135.38
FUEL-200726,EQ-1111,2023-11-24,96.5
FUEL-200727,EQ-1046,2024-03-25,96.5
FUEL-200728,EQ-1149,2023-04-30,115.16
FUEL-200730,EQ-1145,2023-10-20,121.6
FUEL-200731,EQ-1145,2023-05-29,53.69
FUEL-200733,EQ-1083,2023-09-24,48.72
FUEL-200734,EQ-1042,2024-03-26,173.86
FUEL-200735,EQ-1128,2023-08-10,50.07
FUEL-200736,EQ-1022,2023-07-17,154.97
FUEL-200737,EQ-1021,2023-06-06,136.12
FUEL-200739,EQ-1014,2023-12-05,96.5
FUEL-200740,EQ-1139,2023-10-24,158.16
FUEL-200741,EQ-1076,2023-04-15,42.57
FUEL-200742,EQ-1025,2023-03-28,121.04
FUEL-200743,EQ-1001,2024-01-23,109.75
FUEL-200744,EQ-1149,2023-03-01,96.5
FUEL-200745,EQ-1015,2023-10-13,60.01
FUEL-200746,EQ-1041,2024-05-11,45.13
FUEL-200747,EQ-1105,2023-06-05,157.42
FUEL-200748,EQ-1073,2023-06-24,19.32
FUEL-200749,EQ-1021,2023-08-21,130.38
FUEL-200750,EQ-1102,2023-09-28,86.36
FUEL-200751,EQ-1045,2023-01-10,176.61
FUEL-200752,EQ-1098,2023-07-19,147.69
FUEL-200753,EQ-1000,2023-03-24,115.22
FUEL-200754,EQ-1063,2023-07-03,92.41
FUEL-200755,EQ-1054,2023-05-01,97.31
FUEL-200756,EQ-1121,2023-01-01,166.97
FUEL-200757,EQ-1140,2023-08-24,33.95
FUEL-200759,EQ-1106,2023-05-20,26.54
FUEL-200760,EQ-1025,2023-07-02,145.28
FUEL-200761,EQ-1077,2023-03-22,17.91
FUEL-200762,EQ-1007,2023-04-16,73.7
FUEL-200763,EQ-1097,2023-11-24,81.15
FUEL-200764,EQ-1107,2024-03-27,45.32
FUEL-200765,EQ-1034,2023-04-19,134.65
FUEL-200766,EQ-1114,2024-01-26,87.29
FUEL-200767,EQ-1080,2023-10-09,15.02
FUEL-200768,EQ-1099,2023-05-31,129.19
FUEL-200769,EQ-1019,2023-06-15,160.78
FUEL-200770,EQ-1115,2024-03-31,46.28
FUEL-200771,EQ-1068,2023-10-20,96.5
FUEL-200772,EQ-1088,2023-03-06,64.1
FUEL-200773,EQ-1118,2024-04-22,127.9
FUEL-200774,EQ-1072,2023-04-14,86.53
FUEL-200775,EQ-1078,2023-07-19,47.09
FUEL-200776,EQ-1022,2023-12-20,170.76
FUEL-200777,EQ-1140,2024-04-30,124.94
FUEL-200778,EQ-1123,2023-03-03,156.42
FUEL-200779,EQ-1090,2023-03-03,21.87
FUEL-200780,EQ-1053,2023-10-06,84.09
FUEL-200781,EQ-1047,2024-03-06,143.48
FUEL-200782,EQ-1002,2023-10-17,160.26
FUEL-200783,EQ-1040,2024-01-10,96.5
FUEL-200784,EQ-1140,2023-09-16,96.5
FUEL-200785,EQ-1014,2024-02-21,153.1
FUEL-200786,EQ-1018,2023-02-10,164.15
FUEL-200787,EQ-1135,2023-11-17,31.07
FUEL-200788,EQ-1035,2023-10-31,96.5
FUEL-200789,EQ-1039,2023-03-17,52.01
FUEL-200790,EQ-1138,2023-11-13,178.66
FUEL-200791,EQ-1149,2023-09-12,114.27
FUEL-200792,EQ-1112,2023-10-10,79.6
FUEL-200793,EQ-1141,2024-01-01,152.96
FUEL-200794,EQ-1084,2023-02-23,47.66
FUEL-200795,EQ-1103,2023-03-21,106.92
FUEL-200796,EQ-1076,2024-02-19,43.57
FUEL-200798,EQ-1069,2023-05-02,131.4
FUEL-200799,EQ-1029,2024-01-22,47.18
FUEL-200800,EQ-1086,2023-01-01,61.58
FUEL-200801,EQ-1061,2024-03-09,161.33
FUEL-200802,EQ-1001,2023-03-14,146.37
FUEL-200803,EQ-1104,2023-02-14,60.05
FUEL-200804,EQ-1014,2023-09-24,122.53
FUEL-200805,EQ-1059,2023-03-09,94.66
FUEL-200806,EQ-1075,2023-09-02,155.75
FUEL-200807,EQ-1085,2023-11-04,49.71
FUEL-200808,EQ-1089,2023-02-12,82.88
FUEL-200809,EQ-1071,2024-01-01,43.15
FUEL-200810,EQ-1015,2024-02-10,170.08
FUEL-200811,EQ-1133,2024-01-31,105.9
FUEL-200812,EQ-1134,2023-02-11,46.57
FUEL-200813,EQ-1094,2023-05-08,112.71
FUEL-200814,EQ-1024,2024-02-06,85.75
FUEL-200815,EQ-1020,2023-07-24,111.2
FUEL-200816,EQ-1118,2023-09-28,145.41
FUEL-200817,EQ-1022,2023-10-07,125.47
FUEL-200818,EQ-1113,2024-01-18,96.5
FUEL-200820,EQ-1132,2023-03-26,43.5
FUEL-200821,EQ-1023,2024-03-01,96.5
FUEL-200822,EQ-1075,2023-06-08,107.83
FUEL-200823,EQ-1056,2023-06-03,96.5
FUEL-200824,EQ-1005,2024-04-21,60.67
FUEL-200825,EQ-1001,2023-02-01,50.39
FUEL-200826,EQ-1113,2024-02-02,78.98
FUEL-200827,EQ-1102,2023-10-12,37.36
FUEL-200828,EQ-1007,2024-04-21,161.08
FUEL-200829,EQ-1131,2023-02-24,162.97
FUEL-200830,EQ-1014,2023-06-17,28.69
FUEL-200831,EQ-1056,2024-02-04,175.38
FUEL-200832,EQ-1019,2023-07-28,63.6
FUEL-200833,EQ-1028,2023-09-02,87.42
FUEL-200834,EQ-1099,2023-08-05,130.1
FUEL-200835,EQ-1092,2024-02-07,167.24
FUEL-200836,EQ-1013,2024-02-18,29.58
FUEL-200837,EQ-1040,2024-03-01,31.64
FUEL-200838,EQ-1109,2023-06-11,33.5
FUEL-200839,EQ-1021,2024-02-25,17.92
FUEL-200840,EQ-1086,2023-11-17,112.3
FUEL-200841,EQ-1047,2024-02-16,90.97
FUEL-200842,EQ-1020,2023-06-28,45.94
FUEL-200843,EQ-1131,2023-11-27,140.4
FUEL-200844,EQ-1132,2024-01-15,41.57
FUEL-200845,EQ-1126,2023-10-04,96.5
FUEL-200846,EQ-1061,2023-04-23,96.5
FUEL-200847,EQ-1003,2023-05-24,71.87
FUEL-200848,EQ-1079,2024-03-02,65.17
FUEL-200850,EQ-1011,2023-11-09,16.14
FUEL-200851,EQ-1100,2023-04-09,100.2
FUEL-200852,EQ-1049,2024-01-29,82.41
FUEL-200853,EQ-1106,2023-02-10,25.97
FUEL-200854,EQ-1117,2023-06-12,126.09
FUEL-200855,EQ-1046,2023-12-19,91.25
FUEL-200856,EQ-1138,2023-10-06,152.35
FUEL-200857,EQ-1113,2024-01-21,96.5
FUEL-200858,EQ-1136,2024-02-16,63.72
FUEL-200859,EQ-1136,2023-02-11,102.92
FUEL-200860,EQ-1098,2023-08-15,96.5
FUEL-200861,EQ-1057,2024-03-30,60.93
FUEL-200863,EQ-1079,2023-04-19,169.38
FUEL-200864,EQ-1079,2023-01-09,146.24
FUEL-200865,EQ-1112,2024-04-19,22.82
FUEL-200866,EQ-1146,2023-01-06,147.57
FUEL-200867,EQ-1063,2024-05-08,166.04
FUEL-200868,EQ-1082,2023-06-01,124.77
FUEL-200869,EQ-1014,2024-02-05,96.5
FUEL-200870,EQ-1019,2023-12-22,154.2
FUEL-200871,EQ-1128,2024-03-08,18.17
FUEL-200872,EQ-1147,2023-07-10,174.97
FUEL-200873,EQ-1081,2023-09-05,20.56
FUEL-200874,EQ-1134,2023-01-14,18.85
FUEL-200875,EQ-1014,2024-01-27,78.07
FUEL-200876,EQ-1060,2023-01-22,40.53
FUEL-200877,EQ-1047,2023-01-12,50.0
FUEL-200879,EQ-1007,2024-05-09,96.5
FUEL-200880,EQ-1055,2023-03-20,52.53
FUEL-200881,EQ-1119,2024-04-01,169.36
FUEL-200882,EQ-1099,2024-03-19,98.38
FUEL-200883,EQ-1039,2023-08-03,95.31
FUEL-200884,EQ-1091,2023-09-01,138.72
FUEL-200885,EQ-1140,2023-07-10,37.7
FUEL-200886,EQ-1145,2023-05-04,172.19
FUEL-200887,EQ-1023,2023-07-24,32.8
FUEL-200888,EQ-1140,2023-08-28,107.37
FUEL-200889,EQ-1122,2023-12-07,123.72
FUEL-200891,EQ-1045,2023-09-12,96.5
FUEL-200892,EQ-1104,2023-12-08,61.65
FUEL-200893,EQ-1044,2024-02-05,96.5
FUEL-200894,EQ-1083,2023-08-29,58.21
FUEL-200895,EQ-1104,2023-06-19,29.17
FUEL-200896,EQ-1016,2023-05-31,97.8
FUEL-200897,EQ-1123,2023-11-16,85.49
FUEL-200898,EQ-1027,2024-04-16,96.5
FUEL-200899,EQ-1026,2023-11-09,83.44
FUEL-200900,EQ-1009,2023-02-24,78.96
FUEL-200901,EQ-1019,2024-01-13,123.59
FUEL-200902,EQ-1092,2024-01-03,33.93
FUEL-200903,EQ-1139,2023-05-03,35.52
FUEL-200904,EQ-1054,2023-12-01,23.5
FUEL-200905,EQ-1136,2023-05-11,95.17
FUEL-200906,EQ-1074,2023-12-18,36.02
FUEL-200907,EQ-1016,2023-10-09,58.33
FUEL-200908,EQ-1132,2023-05-08,96.5
FUEL-200909,EQ-1069,2023-07-19,89.77
FUEL-200910,EQ-1080,2023-09-19,91.93
FUEL-200911,EQ-1036,2023-05-13,176.28
FUEL-200912,EQ-1007,2023-11-05,47.74
FUEL-200913,EQ-1013,2024-02-22,97.84
FUEL-200914,EQ-1136,2024-04-17,79.16
FUEL-200915,EQ-1062,2023-02-12,110.57
FUEL-200916,EQ-1044,2023-08-23,96.5
FUEL-200917,EQ-1132,2023-02-17,96.5
FUEL-200918,EQ-1018,2023-06-24,78.24
FUEL-200919,EQ-1071,2023-01-17,52.94
FUEL-200920,EQ-1002,2023-01-01,23.9
FUEL-200921,EQ-1011,2023-04-16,158.94
FUEL-200922,EQ-1130,2024-01-18,84.66
FUEL-200923,EQ-1056,2023-02-09,104.89
FUEL-200924,EQ-1090,2024-02-20,138.25
FUEL-200925,EQ-1140,2023-06-25,114.41
FUEL-200926,EQ-1107,2023-10-07,28.19
FUEL-200927,EQ-1091,2024-05-02,42.79
FUEL-200928,EQ-1052,2023-01-11,92.12
FUEL-200929,EQ-1105,2023-08-19,133.74
FUEL-200930,EQ-1047,2024-03-06,171.67
FUEL-200931,EQ-1083,2023-12-01,139.53
FUEL-200932,EQ-1106,2024-02-14,96.5
FUEL-200933,EQ-1076,2023-03-22,109.36
FUEL-200934,EQ-1071,2024-05-09,147.05
FUEL-200935,EQ-1003,2023-04-09,46.42
FUEL-200936,EQ-1047,2023-12-22,40.51
FUEL-200938,EQ-1132,2024-05-03,161.99
FUEL-200939,EQ-1078,2023-10-19,117.38
FUEL-200940,EQ-1029,2023-10-16,132.35
FUEL-200941,EQ-1088,2023-07-31,157.24
FUEL-200942,EQ-1130,2023-08-30,96.5
FUEL-200943,EQ-1137,2024-03-22,22.01
FUEL-200944,EQ-1060,2023-10-22,63.09
FUEL-200945,EQ-1098,2023-02-06,157.45
FUEL-200946,EQ-1046,2023-05-15,35.09
FUEL-200947,EQ-1124,2023-04-09,96.5
FUEL-200948,EQ-1103,2023-09-21,45.16
FUEL-200949,EQ-1050,2023-03-04,96.5
FUEL-200951,EQ-1015,2024-04-22,124.07
FUEL-200952,EQ-1109,2023-11-08,77.96
FUEL-200953,EQ-1106,2023-07-13,116.31
FUEL-200954,EQ-1030,2023-05-23,96.5
FUEL-200956,EQ-1048,2023-08-18,148.94
FUEL-200957,EQ-1048,2024-05-05,51.8
FUEL-200958,EQ-1123,2023-08-07,133.91
FUEL-200959,EQ-1068,2023-06-18,75.9
FUEL-200960,EQ-1137,2023-08-04,161.39
FUEL-200961,EQ-1022,2024-03-12,115.38
FUEL-200962,EQ-1061,2023-11-16,62.05
FUEL-200963,EQ-1032,2023-07-22,173.25
FUEL-200964,EQ-1088,2023-11-21,142.43
FUEL-200965,EQ-1117,2023-06-18,134.56
FUEL-200966,EQ-1034,2024-04-25,103.44
FUEL-200967,EQ-1081,2023-01-09,178.02
FUEL-200968,EQ-1076,2024-03-12,137.08
FUEL-200969,EQ-1082,2023-08-21,89.05
FUEL-200970,EQ-1058,2024-03-06,22.3
FUEL-200971,EQ-1075,2024-02-09,118.46
FUEL-200972,EQ-1136,2023-03-21,142.81
FUEL-200973,EQ-1000,2023-08-11,115.77
FUEL-200974,EQ-1092,2023-07-16,105.86
FUEL-200976,EQ-1060,2023-01-12,173.03
FUEL-200977,EQ-1148,2024-03-18,100.14
FUEL-200978,EQ-1103,2023-03-03,67.33
FUEL-200979,EQ-1070,2024-02-13,83.65
FUEL-200980,EQ-1145,2024-04-01,23.99
FUEL-200981,EQ-1050,2024-02-14,75.76
FUEL-200982,EQ-1062,2023-05-11,72.42
FUEL-200983,EQ-1059,2023-05-29,139.41
FUEL-200984,EQ-1047,2023-08-14,98.5
FUEL-200985,EQ-1053,2023-05-28,37.72
FUEL-200986,EQ-1128,2023-02-10,89.57
FUEL-200987,EQ-1024,2023-03-03,96.09
FUEL-200988,EQ-1056,2023-08-12,118.39
FUEL-200989,EQ-1016,2023-09-15,96.5
FUEL-200990,EQ-1015,2023-01-15,128.4
FUEL-200991,EQ-1043,2024-01-05,96.5
FUEL-200992,EQ-1023,2024-01-08,73.61
FUEL-200993,EQ-1142,2024-03-18,58.98
FUEL-200994,EQ-1063,2023-11-27,166.75
FUEL-200995,EQ-1079,2023-08-07,151.71
FUEL-200996,EQ-1052,2024-04-11,168.53
FUEL-200997,EQ-1026,2023-05-30,115.48
FUEL-200998,EQ-1003,2024-03-19,77.02
FUEL-200999,EQ-1108,2023-03-04,26.63
FUEL-201000,EQ-1096,2023-07-26,108.48
FUEL-201001,EQ-1040,2024-01-09,96.5
FUEL-201002,EQ-1128,2024-02-20,63.91
FUEL-201003,EQ-1137,2024-01-11,164.92
FUEL-201004,EQ-1118,2023-09-09,21.47
FUEL-201005,EQ-1118,2023-12-06,135.62
FUEL-201006,EQ-1121,2023-05-01,30.4
FUEL-201007,EQ-1044,2023-08-11,121.39
FUEL-201008,EQ-1139,2024-04-08,40.64
FUEL-201009,EQ-1117,2024-03-25,96.5
FUEL-201010,EQ-1085,2023-09-21,161.4
FUEL-201011,EQ-1042,2024-01-01,139.05
FUEL-201012,EQ-1127,2023-07-23,127.81
FUEL-201013,EQ-1112,2023-11-03,16.68
FUEL-201014,EQ-1032,2023-04-07,63.44
FUEL-201015,EQ-1020,2023-10-16,96.5
FUEL-201016,EQ-1139,2024-05-12,139.49
FUEL-201017,EQ-1040,2023-05-31,84.71
FUEL-201018,EQ-1012,2024-05-11,142.44
FUEL-201019,EQ-1116,2023-04-02,28.76
FUEL-201020,EQ-1063,2023-03-15,126.69
FUEL-201021,EQ-1019,2023-09-19,96.5
FUEL-201022,EQ-1085,2024-01-02,27.95
FUEL-201023,EQ-1132,2024-03-19,32.26
FUEL-201024,EQ-1142,2023-10-26,96.5
FUEL-201025,EQ-1079,2023-07-17,176.13
FUEL-201026,EQ-1065,2024-04-11,148.08
FUEL-201027,EQ-1046,2024-05-05,145.98
FUEL-201028,EQ-1077,2024-01-17,78.0
FUEL-201029,EQ-1059,2023-09-20,96.5
FUEL-201030,EQ-1114,2024-04-24,15.24
FUEL-201031,EQ-1145,2023-02-14,96.5
FUEL-201032,EQ-1100,2023-11-30,98.7
FUEL-201033,EQ-1025,2024-02-25,156.29
FUEL-201034,EQ-1140,2024-04-24,166.37
FUEL-201035,EQ-1146,2023-01-09,60.75
FUEL-201036,EQ-1096,2024-04-25,31.22
FUEL-201037,EQ-1052,2023-03-16,96.5
FUEL-201038,EQ-1149,2023-02-23,139.22
FUEL-201039,EQ-1132,2023-05-16,41.11
FUEL-201040,EQ-1004,2023-05-07,54.46
FUEL-201041,EQ-1038,2023-12-04,37.13
FUEL-201042,EQ-1141,2023-08-08,115.24
FUEL-201043,EQ-1075,2023-10-21,160.83
FUEL-201044,EQ-1109,2023-03-30,123.18
FUEL-201045,EQ-1043,2023-05-18,127.53
FUEL-201046,EQ-1146,2023-12-08,116.14
FUEL-201047,EQ-1038,2023-05-02,74.63
FUEL-201048,EQ-1021,2024-04-08,133.72
FUEL-201049,EQ-1079,2023-07-01,129.19
FUEL-201050,EQ-1147,2023-05-10,105.85
FUEL-201051,EQ-1136,2023-12-08,105.32
FUEL-201052,EQ-1024,2023-07-24,121.02
FUEL-201053,EQ-1112,2024-03-25,56.61
FUEL-201054,EQ-1110,2023-04-13,41.16
FUEL-201055,EQ-1064,2023-02-23,104.35
FUEL-201056,EQ-1122,2023-06-27,66.51
FUEL-201057,EQ-1069,2023-05-18,129.08
FUEL-201058,EQ-1046,2024-01-22,59.32
FUEL-201059,EQ-1137,2024-01-22,166.65
FUEL-201060,EQ-1140,2023-11-30,133.3
FUEL-201061,EQ-1030,2024-01-16,132.68
FUEL-201062,EQ-1026,2023-12-28,96.5
FUEL-201063,EQ-1049,2023-12-04,167.79
FUEL-201064,EQ-1042,2023-05-25,100.61
FUEL-201065,EQ-1060,2023-01-03,96.5
FUEL-201066,EQ-1143,2024-03-13,155.86
FUEL-201067,EQ-1128,2023-09-21,96.5
FUEL-201068,EQ-1033,2023-07-02,38.79
FUEL-201069,EQ-1088,2023-12-14,143.46
FUEL-201070,EQ-1033,2023-10-28,96.5
FUEL-201071,EQ-1042,2023-03-28,109.41
FUEL-201072,EQ-1146,2024-02-29,125.13
FUEL-201073,EQ-1054,2023-03-28,15.73
FUEL-201075,EQ-1012,2024-04-03,96.5
FUEL-201076,EQ-1130,2024-04-01,23.25
FUEL-201077,EQ-1083,2023-03-01,166.2
FUEL-201078,EQ-1011,2023-01-12,61.31
FUEL-201079,EQ-1028,2023-02-22,63.79
FUEL-201080,EQ-1128,2024-01-04,143.24
FUEL-201081,EQ-1027,2023-03-16,140.41
FUEL-201082,EQ-1034,2023-10-16,27.28
FUEL-201083,EQ-1079,2024-05-15,128.83
FUEL-201084,EQ-1086,2023-12-11,144.96
FUEL-201085,EQ-1077,2023-08-13,149.02
FUEL-201086,EQ-1012,2023-04-29,33.88
FUEL-201088,EQ-1139,2023-11-27,59.89
FUEL-201089,EQ-1056,2023-10-05,179.72
FUEL-201090,EQ-1028,2024-03-08,113.57
FUEL-201091,EQ-1029,2023-11-16,48.87
FUEL-201092,EQ-1100,2023-12-01,89.34
FUEL-201093,EQ-1067,2023-01-12,34.32
FUEL-201094,EQ-1027,2023-01-03,41.22
FUEL-201095,EQ-1088,2024-01-31,115.3
FUEL-201096,EQ-1128,2023-03-03,178.49
FUEL-201097,EQ-1028,2023-06-27,120.84
FUEL-201098,EQ-1054,2023-05-19,179.24
FUEL-201099,EQ-1069,2023-01-26,68.77
FUEL-201100,EQ-1138,2023-02-17,29.15
FUEL-201101,EQ-1120,2023-10-29,152.94
FUEL-201102,EQ-1060,2023-12-29,108.54
FUEL-201103,EQ-1110,2023-05-23,109.91
FUEL-201104,EQ-1113,2023-11-16,151.89
FUEL-201105,EQ-1006,2023-10-04,73.97
FUEL-201106,EQ-1136,2023-04-11,135.93
FUEL-201107,EQ-1085,2023-05-12,145.85
