Usage_ID,Equipment_ID,Operator_ID,Usage_Date,Hours_Used
USG-101242,EQ-1012,OP-204,2023-04-05,7.59
USG-101243,EQ-1058,OP-233,2024-05-14,10.5
USG-101244,EQ-1011,OP-244,2023-02-25,6.87
USG-101245,EQ-1083,OP-253,2023-02-06,3.0
USG-101246,EQ-1092,OP-252,2024-04-04,11.72
USG-101247,EQ-1041,OP-237,2024-04-21,2.62
USG-101248,EQ-1080,OP-265,2024-02-06,3.76
USG-101249,EQ-1008,OP-219,2023-07-15,11.53
USG-101250,EQ-1057,OP-273,2023-11-19,9.2
USG-101251,EQ-1135,OP-277,2023-08-30,4.83
USG-101252,EQ-1147,OP-231,2023-06-18,5.3
USG-101253,EQ-1029,OP-256,2024-01-11,2.34
USG-101254,EQ-1019,OP-261,2023-11-06,3.91
USG-101255,EQ-1032,OP-231,2024-02-02,8.49
USG-101256,EQ-1073,OP-215,2023-02-11,3.06
USG-101257,EQ-1050,OP-258,2023-01-08,9.54
USG-101258,EQ-1120,OP-216,2024-03-21,8.75
USG-101259,EQ-1033,OP-267,2024-04-15,2.84
USG-101260,EQ-1061,OP-215,2023-06-22,7.71
USG-101261,EQ-1011,OP-245,2024-05-01,6.22
USG-101262,EQ-1074,OP-217,2024-01-11,11.12
USG-101263,EQ-1021,OP-200,2023-10-31,6.26
USG-101264,EQ-1045,OP-275,2023-05-24,4.62
USG-101265,EQ-1144,OP-267,2023-10-24,4.5
USG-101266,EQ-1045,OP-205,2024-02-21,9.18
USG-101268,EQ-1112,OP-221,2023-05-28,7.86
USG-101269,EQ-1059,OP-218,2023-02-19,9.43
USG-101270,EQ-1010,OP-269,2023-10-03,6.77
USG-101271,EQ-1006,OP-236,2024-04-27,6.17
USG-101272,EQ-1116,OP-214,2024-01-02,6.17
USG-101273,EQ-1067,OP-217,2023-05-23,5.21
USG-101274,EQ-1056,OP-241,2023-03-22,8.12
USG-101275,EQ-1018,OP-240,2024-04-01,11.29
USG-101276,EQ-1081,OP-271,2023-12-05,11.47
USG-101277,EQ-1062,OP-248,2024-03-22,4.29
USG-101278,EQ-1047,OP-236,2023-03-09,11.48
USG-101279,EQ-1054,OP-UNKNOWN,2023-02-04,8.95
USG-101280,EQ-1067,OP-274,2023-05-01,8.4
USG-101281,EQ-1076,OP-237,2023-12-09,5.62
USG-101282,EQ-1123,OP-228,2023-02-27,9.52
USG-101283,EQ-1114,OP-254,2023-03-01,8.44
USG-101284,EQ-1101,OP-261,2024-03-06,5.83
USG-101285,EQ-1074,OP-227,2024-03-31,7.4
USG-101286,EQ-1081,OP-256,2023-08-06,4.32
USG-101287,EQ-1086,OP-205,2023-06-07,10.69
USG-101288,EQ-1028,OP-278,2023-11-09,1.71
USG-101289,EQ-1097,OP-242,2024-04-12,2.17
USG-101290,EQ-1053,OP-225,2023-03-22,9.04
USG-101291,EQ-1041,OP-242,2023-07-31,11.37
USG-101292,EQ-1005,OP-267,2023-02-22,1.94
USG-101293,EQ-1006,OP-231,2023-01-18,9.73
USG-101295,EQ-1106,OP-269,2023-11-06,7.68
USG-101296,EQ-1079,OP-254,2023-09-20,6.32
USG-101298,EQ-1136,OP-248,2023-01-09,11.49
USG-101299,EQ-1027,OP-273,2024-05-14,6.19
USG-101300,EQ-1027,OP-242,2023-03-15,2.5
USG-101301,EQ-1125,OP-210,2023-03-14,7.0
USG-101302,EQ-1059,OP-263,2023-05-10,10.26
USG-101303,EQ-1144,OP-200,2023-05-18,9.84
USG-101304,EQ-1080,OP-230,2023-06-14,7.33
USG-101305,EQ-1020,OP-254,2023-12-25,1.64
USG-101306,EQ-1031,OP-256,2024-03-21,6.77
USG-101307,EQ-1043,OP-267,2023-09-07,5.89
USG-101309,EQ-1095,OP-221,2023-03-14,9.93
USG-101310,EQ-1095,OP-232,2023-08-30,11.23
USG-101311,EQ-1034,OP-260,2023-01-06,6.44
USG-101312,EQ-1001,OP-224,2023-04-13,4.98
USG-101313,EQ-1119,OP-208,2023-06-29,5.12
USG-101315,EQ-1143,OP-225,2023-02-09,3.77
USG-101316,EQ-1144,OP-266,2023-10-28,7.54
USG-101317,EQ-1070,OP-278,2023-12-09,1.53
USG-101318,EQ-1055,OP-278,2023-03-17,1.5
USG-101319,EQ-1013,OP-256,2023-08-06,6.75
USG-101320,EQ-1143,OP-249,2023-12-28,6.98
USG-101321,EQ-1054,OP-235,2023-12-31,6.14
USG-101322,EQ-1064,OP-271,2024-04-05,1.77
USG-101323,EQ-1119,OP-244,2024-01-08,10.7
USG-101324,EQ-1048,OP-222,2024-04-22,6.77
USG-101325,EQ-1134,OP-275,2023-06-08,11.12
USG-101326,EQ-1003,OP-204,2023-11-28,1.96
USG-101327,EQ-1064,OP-207,2024-05-12,6.77
USG-101328,EQ-1120,OP-258,2023-09-09,8.3
USG-101329,EQ-1026,OP-203,2023-11-10,9.23
USG-101330,EQ-1033,OP-215,2023-01-29,4.8
USG-101331,EQ-1071,OP-224,2023-12-02,6.77
USG-101332,EQ-1081,OP-221,2024-04-08,5.35
USG-101334,EQ-1044,OP-235,2023-11-08,3.32
USG-101336,EQ-1118,OP-211,2023-04-04,7.71
USG-101337,EQ-1043,OP-227,2023-11-23,9.1
USG-101338,EQ-1048,OP-216,2023-06-08,3.37
USG-101339,EQ-1080,OP-224,2023-05-20,4.6
USG-101340,EQ-1067,OP-245,2023-10-24,6.99
USG-101341,EQ-1043,OP-274,2023-07-17,11.93
USG-101342,EQ-1073,OP-264,2023-10-10,2.45
USG-101343,EQ-1066,OP-233,2023-01-17,8.13
USG-101344,EQ-1119,OP-247,2023-10-16,1.86
USG-101345,EQ-1091,OP-201,2023-03-23,8.3
USG-101346,EQ-1091,OP-259,2023-10-07,6.77
USG-101347,EQ-1116,OP-255,2024-01-10,4.15
USG-101348,EQ-1086,OP-251,2023-06-03,3.96
USG-101349,EQ-1129,OP-254,2024-02-01,7.73
USG-101350,EQ-1042,OP-276,2024-05-09,11.49
USG-101351,EQ-1035,OP-242,2024-02-08,4.75
USG-101352,EQ-1088,OP-221,2023-08-24,10.77
USG-101354,EQ-1095,OP-UNKNOWN,2023-03-23,8.71
USG-101355,EQ-1120,OP-259,2023-12-28,5.57
USG-101356,EQ-1034,OP-241,2024-04-04,10.66
USG-101357,EQ-1136,OP-262,2023-12-09,3.83
USG-101358,EQ-1060,OP-243,2023-09-14,9.39
USG-101359,EQ-1058,OP-224,2023-01-23,5.07
USG-101360,EQ-1108,OP-239,2023-07-18,4.24
USG-101362,EQ-1103,OP-201,2023-03-24,5.53
USG-101363,EQ-1124,OP-251,2023-08-05,4.22
USG-101364,EQ-1115,OP-260,2023-12-31,5.33
USG-101365,EQ-1108,OP-249,2024-03-21,5.04
USG-101366,EQ-1066,OP-278,2024-01-08,6.38
USG-101367,EQ-1125,OP-206,2024-03-31,5.97
USG-101368,EQ-1006,OP-222,2023-05-31,6.77
USG-101369,EQ-1009,OP-245,2024-10-01,4.11
USG-101370,EQ-1024,OP-218,2023-11-21,5.13
USG-101371,EQ-1062,OP-267,2023-10-19,6.77
USG-101372,EQ-1037,OP-212,2023-07-15,5.05
USG-101373,EQ-1077,OP-202,2023-04-05,8.36
USG-101374,EQ-1110,OP-224,2023-10-20,6.9
USG-101375,EQ-1062,OP-206,2023-07-11,11.32
USG-101376,EQ-1047,OP-205,2023-11-06,4.49
USG-101378,EQ-1081,OP-228,2023-01-10,7.92
USG-101379,EQ-1117,OP-276,2023-06-18,7.36
USG-101380,EQ-1081,OP-256,2023-03-19,3.71
USG-101381,EQ-1099,OP-204,2023-12-05,8.13
USG-101382,EQ-1088,OP-267,2023-07-09,6.24
USG-101383,EQ-1039,OP-221,2023-11-16,11.96
USG-101384,EQ-1072,OP-262,2023-05-01,5.47
USG-101385,EQ-1031,OP-227,2023-04-19,3.38
USG-101386,EQ-1102,OP-245,2024-01-20,4.43
USG-101387,EQ-1027,OP-240,2023-09-15,10.52
USG-101388,EQ-1118,OP-257,2023-03-22,4.53
USG-101389,EQ-1085,OP-222,2023-12-16,8.36
USG-101390,EQ-1105,OP-203,2023-11-13,6.79
USG-101391,EQ-1146,OP-202,2023-06-16,8.07
USG-101392,EQ-1094,OP-276,2024-03-28,6.87
USG-101393,EQ-1041,OP-230,2023-03-31,3.6
USG-101394,EQ-1016,OP-226,2023-10-23,7.83
USG-101396,EQ-1040,OP-208,2023-01-04,5.77
USG-101397,EQ-1120,OP-209,2024-02-05,9.02
USG-101398,EQ-1136,OP-256,2023-09-04,6.77
USG-101399,EQ-1010,OP-265,2023-11-19,2.8
USG-101400,EQ-1067,OP-274,2024-01-21,5.35
USG-101401,EQ-1036,OP-261,2023-04-18,8.78
USG-101402,EQ-1125,OP-233,2023-06-25,9.77
USG-101403,EQ-1145,OP-204,2024-01-25,1.77
USG-101404,EQ-1144,OP-237,2023-06-07,8.16
USG-101405,EQ-1112,OP-219,2024-01-16,7.88
USG-101406,EQ-1065,OP-203,2024-03-11,7.63
USG-101407,EQ-1130,OP-266,2023-07-27,11.71
USG-101408,EQ-1128,OP-247,2023-07-13,3.28
USG-101409,EQ-1044,OP-248,2023-01-08,6.77
USG-101410,EQ-1052,OP-235,2023-11-08,8.32
USG-101411,EQ-1117,OP-201,2024-03-06,9.77
USG-101412,EQ-1051,OP-204,2023-07-24,6.83
USG-101413,EQ-1136,OP-268,2024-03-22,6.19
USG-101414,EQ-1062,OP-223,2023-12-20,3.9
USG-101415,EQ-1045,OP-277,2023-05-17,3.5
USG-101416,EQ-1016,OP-216,2023-09-25,4.06
USG-101417,EQ-1122,OP-268,2024-03-27,8.16
USG-101419,EQ-1002,OP-214,2024-01-04,3.55
USG-101420,EQ-1116,OP-232,2024-01-22,8.13
USG-101421,EQ-1123,OP-238,2023-05-16,4.39
USG-101422,EQ-1079,OP-214,2024-05-15,1.57
USG-101423,EQ-1130,OP-220,2023-04-02,4.7
USG-101424,EQ-1113,OP-268,2024-02-26,9.51
USG-101426,EQ-1039,OP-224,2024-01-28,3.16
USG-101427,EQ-1083,OP-260,2023-12-01,9.13
USG-101428,EQ-1067,OP-238,2023-07-09,5.22
USG-101429,EQ-1115,OP-272,2023-07-21,6.77
USG-101430,EQ-1014,OP-245,2023-11-27,9.55
USG-101432,EQ-1097,OP-271,2024-01-14,6.78
USG-101433,EQ-1027,OP-220,2023-06-16,7.73
USG-101434,EQ-1011,OP-249,2023-12-19,4.12
USG-101435,EQ-1096,OP-207,2023-11-24,6.1
USG-101436,EQ-1120,OP-209,2023-06-16,10.16
USG-101437,EQ-1076,OP-271,2023-02-15,7.24
USG-101438,EQ-1142,OP-237,2023-12-20,2.21
USG-101439,EQ-1080,OP-246,2024-04-08,3.76
USG-101440,EQ-1058,OP-242,2023-04-12,4.18
USG-101441,EQ-1005,OP-252,2023-08-07,2.0
USG-101442,EQ-1131,OP-272,2023-08-12,10.67
USG-101443,EQ-1137,OP-273,2023-06-20,7.44
USG-101444,EQ-1028,OP-265,2024-03-09,6.42
USG-101445,EQ-1048,OP-255,2024-02-23,10.75
USG-101446,EQ-1084,OP-273,2023-06-23,9.26
USG-101447,EQ-1005,OP-237,2023-01-04,1.59
USG-101448,EQ-1038,OP-228,2023-10-27,6.31
USG-101449,EQ-1147,OP-273,2023-03-20,4.74
USG-101450,EQ-1136,OP-205,2024-02-04,2.23
USG-101451,EQ-1058,OP-225,2023-06-05,3.95
USG-101452,EQ-1090,OP-256,2023-03-05,6.16
USG-101453,EQ-1053,OP-257,2023-08-13,5.5
USG-101454,EQ-1023,OP-264,2024-04-12,3.21
USG-101455,EQ-1125,OP-245,2024-01-19,3.71
USG-101457,EQ-1102,OP-212,2023-07-01,2.19
USG-101458,EQ-1076,OP-210,2023-11-30,6.45
USG-101459,EQ-1070,OP-241,2023-01-24,7.43
USG-101460,EQ-1039,OP-260,2024-01-26,3.7
USG-101461,EQ-1075,OP-253,2024-02-26,11.33
USG-101462,EQ-1046,OP-214,2024-02-07,4.71
USG-101463,EQ-1067,OP-203,2024-06-02,6.77
USG-101464,EQ-1036,OP-205,2023-10-04,7.01
USG-101465,EQ-1003,OP-228,2023-02-17,6.77
USG-101466,EQ-1118,OP-268,2023-08-14,8.19
USG-101467,EQ-1120,OP-232,2023-03-07,11.55
USG-101468,EQ-1024,OP-273,2023-04-11,9.96
USG-101469,EQ-1021,OP-251,2023-05-25,3.88
USG-101470,EQ-1077,OP-259,2023-12-09,11.87
USG-101471,EQ-1033,OP-247,2023-12-05,10.43
USG-101472,EQ-1098,OP-225,2023-04-04,10.27
USG-101473,EQ-1101,OP-273,2023-09-04,8.1
USG-101474,EQ-1147,OP-227,2023-08-21,2.74
USG-101475,EQ-1131,OP-243,2024-04-01,10.66
USG-101476,EQ-1116,OP-243,2024-01-26,6.77
USG-101477,EQ-1006,OP-216,2023-02-18,2.67
USG-101478,EQ-1075,OP-244,2023-06-07,11.37
USG-101479,EQ-1129,OP-265,2023-04-10,9.65
USG-101480,EQ-1090,OP-219,2023-10-16,9.9
USG-101481,EQ-1058,OP-267,2023-03-27,3.24
USG-101482,EQ-1057,OP-219,2023-10-04,10.51
USG-101483,EQ-1102,OP-266,2024-05-12,4.88
USG-101484,EQ-1076,OP-UNKNOWN,2023-05-09,3.69
USG-101485,EQ-1017,OP-252,2023-03-13,9.53
USG-101486,EQ-1062,OP-220,2023-11-27,4.11
USG-101487,EQ-1057,OP-235,2023-03-13,9.27
USG-101488,EQ-1038,OP-218,2023-12-11,8.19
USG-101489,EQ-1134,OP-276,2023-08-30,10.13
USG-101490,EQ-1116,OP-243,2024-03-24,5.51
USG-101491,EQ-1028,OP-254,2023-10-27,10.59
USG-101492,EQ-1074,OP-213,2023-02-15,7.79
USG-101493,EQ-1126,OP-255,2023-08-04,9.58
USG-101494,EQ-1070,OP-265,2023-06-18,11.82
USG-101495,EQ-1025,OP-262,2023-05-05,6.05
USG-101496,EQ-1124,OP-272,2023-07-12,8.51
USG-101498,EQ-1107,OP-205,2023-06-27,6.34
USG-101499,EQ-1009,OP-255,2023-12-09,3.4
USG-101500,EQ-1084,OP-252,2024-02-15,10.85
USG-101501,EQ-1088,OP-231,2023-05-22,6.77
USG-101502,EQ-1067,OP-220,2023-04-18,8.31
USG-101503,EQ-1089,OP-222,2024-03-08,5.19
USG-101504,EQ-1058,OP-239,2023-02-21,5.76
USG-101505,EQ-1047,OP-225,2023-05-16,5.04
USG-101506,EQ-1092,OP-221,2023-06-15,4.76
USG-101507,EQ-1143,OP-271,2023-10-03,2.3
USG-101508,EQ-1103,OP-218,2024-01-02,2.9
USG-101509,EQ-1075,OP-210,2023-06-15,1.93
USG-101510,EQ-1070,OP-228,2024-03-02,10.69
USG-101511,EQ-1055,OP-237,2023-05-05,6.57
USG-101512,EQ-1142,OP-272,2023-04-09,7.6
USG-101513,EQ-1099,OP-246,2024-02-16,5.33
USG-101514,EQ-1060,OP-245,2023-02-09,10.53
USG-101516,EQ-1137,OP-277,2023-04-27,8.27
USG-101517,EQ-1057,OP-273,2024-03-04,6.72
USG-101518,EQ-1043,OP-257,2023-10-14,6.5
USG-101519,EQ-1016,OP-208,2024-05-03,11.45
USG-101520,EQ-1125,OP-217,2023-07-22,7.15
USG-101521,EQ-1084,OP-265,2024-04-29,11.79
USG-101522,EQ-1001,OP-206,2023-12-31,9.63
USG-101523,EQ-1016,OP-220,2024-01-11,9.62
USG-101525,EQ-1099,OP-248,2023-12-23,3.42
USG-101527,EQ-1020,OP-212,2023-09-26,2.14
USG-101528,EQ-1095,OP-200,2024-05-08,6.77
USG-101529,EQ-1078,OP-272,2023-10-16,6.77
USG-101530,EQ-1127,OP-227,2024-05-14,11.08
USG-101531,EQ-1146,OP-256,2023-12-28,6.83
USG-101532,EQ-1113,OP-204,2024-04-23,11.38
USG-101533,EQ-1079,OP-213,2023-06-28,3.26
USG-101534,EQ-1049,OP-278,2024-04-16,8.41
USG-101535,EQ-1114,OP-270,2023-02-03,4.01
USG-101536,EQ-1048,OP-205,2023-07-03,6.54
USG-101537,EQ-1025,OP-211,2023-12-06,7.41
USG-101538,EQ-1133,OP-269,2023-11-26,6.2
USG-101539,EQ-1109,OP-248,2023-02-12,4.88
USG-101540,EQ-1099,OP-236,2024-01-30,6.77
USG-101541,EQ-1048,OP-239,2024-04-01,7.2
USG-101542,EQ-1012,OP-206,2024-05-09,11.62
USG-101543,EQ-1111,OP-267,2024-03-10,8.84
USG-101544,EQ-1025,OP-223,2024-04-01,9.0
USG-101545,EQ-1146,OP-201,2023-01-24,8.74
USG-101546,EQ-1001,OP-242,2023-04-01,5.4
USG-101547,EQ-1011,OP-276,2023-05-07,11.18
USG-101548,EQ-1079,OP-234,2023-07-29,5.84
USG-101549,EQ-1048,OP-262,2023-05-10,5.65
USG-101550,EQ-1114,OP-228,2023-02-06,10.97
USG-101551,EQ-1046,OP-221,2024-04-28,9.01
USG-101552,EQ-1072,OP-236,2024-03-14,2.75
USG-101553,EQ-1051,OP-271,2024-03-09,11.95
USG-101554,EQ-1027,OP-204,2024-03-02,8.78
USG-101555,EQ-1111,OP-256,2024-01-14,1.93
USG-101556,EQ-1048,OP-240,2023-01-23,5.08
USG-101557,EQ-1044,OP-225,2024-04-06,3.11
USG-101558,EQ-1016,OP-224,2023-06-21,10.65
USG-101559,EQ-1062,OP-236,2023-10-13,4.83
USG-101560,EQ-1016,OP-268,2023-01-09,11.29
USG-101561,EQ-1036,OP-229,2023-01-04,10.04
USG-101562,EQ-1030,OP-204,2023-10-16,6.77
USG-101563,EQ-1121,OP-249,2023-05-25,11.06
USG-101564,EQ-1125,OP-244,2023-11-22,3.11
USG-101565,EQ-1092,OP-236,2023-11-23,5.58
USG-101566,EQ-1041,OP-202,2023-08-10,6.33
USG-101567,EQ-1138,OP-251,2023-03-06,11.39
USG-101568,EQ-1106,OP-257,2023-08-16,5.05
USG-101569,EQ-1034,OP-226,2023-05-06,3.54
USG-101570,EQ-1093,OP-270,2024-03-17,8.26
USG-101571,EQ-1036,OP-269,2023-11-30,11.54
USG-101572,EQ-1105,OP-227,2023-06-22,5.54
USG-101573,EQ-1046,OP-203,2023-12-22,3.31
USG-101574,EQ-1144,OP-251,2023-10-22,5.82
USG-101575,EQ-1033,OP-262,2023-06-11,7.07
USG-101576,EQ-1009,OP-208,2023-02-13,10.63
USG-101577,EQ-1023,OP-245,2023-04-14,4.73
USG-101578,EQ-1080,OP-257,2023-09-01,4.68
USG-101579,EQ-1040,OP-219,2023-03-25,7.99
USG-101580,EQ-1141,OP-235,2023-12-20,2.69
USG-101581,EQ-1113,OP-205,2023-03-11,6.51
USG-101582,EQ-1092,OP-274,2023-10-20,11.69
USG-101583,EQ-1145,OP-243,2023-02-13,6.77
USG-101584,EQ-1076,OP-219,2023-02-26,8.52
USG-101585,EQ-1082,OP-210,2023-07-01,1.67
USG-101586,EQ-1106,OP-246,2024-03-11,11.81
USG-101587,EQ-1006,OP-221,2023-01-27,4.26
USG-101589,EQ-1002,OP-202,2023-06-04,5.49
USG-101590,EQ-1069,OP-242,2023-07-07,9.73
USG-101591,EQ-1087,OP-244,2024-01-04,4.46
USG-101592,EQ-1115,OP-210,2024-02-17,6.84
USG-101593,EQ-1032,OP-213,2023-05-05,3.12
USG-101594,EQ-1022,OP-201,2024-06-01,10.64
USG-101595,EQ-1039,OP-258,2023-11-20,2.61
USG-101597,EQ-1059,OP-210,2023-07-18,6.5
USG-101598,EQ-1126,OP-223,2023-08-29,10.58
USG-101599,EQ-1047,OP-210,2023-04-01,10.72
USG-101600,EQ-1048,OP-209,2023-04-07,11.92
USG-101601,EQ-1075,OP-264,2023-11-24,10.16
USG-101602,EQ-1135,OP-UNKNOWN,2024-03-31,9.42
USG-101603,EQ-1016,OP-207,2023-11-14,8.58
USG-101604,EQ-1114,OP-UNKNOWN,2024-01-17,9.6
USG-101605,EQ-1016,OP-240,2023-08-19,5.39
USG-101606,EQ-1125,OP-224,2023-04-27,6.77
USG-101607,EQ-1119,OP-241,2024-04-17,5.73
USG-101608,EQ-1118,OP-218,2024-01-13,1.76
USG-101609,EQ-1081,OP-219,2023-07-24,10.08
USG-101611,EQ-1005,OP-220,2023-06-05,4.42
USG-101612,EQ-1127,OP-220,2023-09-07,6.77
USG-101613,EQ-1017,OP-261,2023-11-08,11.41
USG-101614,EQ-1106,OP-239,2023-11-20,8.68
USG-101615,EQ-1031,OP-267,2023-05-25,8.73
USG-101616,EQ-1144,OP-208,2023-01-10,3.7
USG-101617,EQ-1059,OP-240,2023-11-21,9.76
USG-101618,EQ-1147,OP-224,2024-04-06,8.14
USG-101619,EQ-1058,OP-278,2023-05-02,7.41
USG-101620,EQ-1080,OP-212,2023-07-16,2.35
USG-101621,EQ-1068,OP-249,2024-02-03,8.98
USG-101622,EQ-1015,OP-228,2023-11-21,8.02
USG-101623,EQ-1069,OP-262,2023-06-10,10.15
USG-101624,EQ-1030,OP-207,2024-01-12,6.79
USG-101625,EQ-1096,OP-201,2023-06-02,1.77
USG-101626,EQ-1107,OP-259,2024-02-02,8.07
USG-101627,EQ-1113,OP-213,2024-04-24,8.92
USG-101628,EQ-1041,OP-241,2024-04-05,6.77
USG-101629,EQ-1122,OP-240,2024-03-01,8.1
USG-101630,EQ-1101,OP-278,2024-03-04,4.9
USG-101631,EQ-1010,OP-207,2024-01-06,2.17
USG-101632,EQ-1038,OP-220,2024-04-26,5.28
USG-101633,EQ-1020,OP-208,2023-09-10,6.77
USG-101635,EQ-1066,OP-207,2023-11-27,6.77
USG-101636,EQ-1057,OP-205,2023-04-23,11.52
USG-101637,EQ-1081,OP-250,2023-01-10,1.75
USG-101638,EQ-1106,OP-205,2023-04-13,7.62
USG-101640,EQ-1072,OP-247,2023-09-19,9.42
USG-101643,EQ-1052,OP-272,2024-01-12,8.58
USG-101644,EQ-1077,OP-206,2023-11-28,10.79
USG-101645,EQ-1130,OP-201,2023-04-21,3.67
USG-101646,EQ-1099,OP-258,2023-07-20,6.66
USG-101647,EQ-1073,OP-231,2023-02-09,10.45
USG-101648,EQ-1002,OP-200,2023-06-05,11.59
USG-101649,EQ-1094,OP-224,2024-05-12,2.3
USG-101650,EQ-1005,OP-204,2024-04-05,6.3
USG-101651,EQ-1052,OP-203,2024-03-26,1.65
USG-101652,EQ-1060,OP-274,2023-12-22,8.88
USG-101653,EQ-1039,OP-250,2023-12-14,6.77
USG-101654,EQ-1119,OP-201,2023-10-23,11.57
USG-101655,EQ-1072,OP-225,2024-02-15,11.61
USG-101656,EQ-1114,OP-205,2024-03-23,7.37
USG-101657,EQ-1059,OP-206,2023-05-27,6.29
USG-101658,EQ-1041,OP-247,2024-01-07,9.22
USG-101659,EQ-1044,OP-247,2023-08-28,3.05
USG-101660,EQ-1126,OP-252,2023-07-04,4.16
USG-101661,EQ-1091,OP-257,2024-01-21,10.84
USG-101662,EQ-1037,OP-269,2023-11-20,9.89
USG-101663,EQ-1052,OP-250,2023-02-11,11.9
USG-101664,EQ-1133,OP-200,2023-05-11,3.23
USG-101665,EQ-1085,OP-241,2024-01-10,11.34
USG-101666,EQ-1100,OP-244,2024-01-19,2.62
USG-101667,EQ-1116,OP-224,2024-02-01,6.8
USG-101668,EQ-1036,OP-239,2023-05-04,3.7
USG-101669,EQ-1048,OP-203,2023-06-01,9.65
USG-101670,EQ-1064,OP-215,2023-08-05,1.61
USG-101671,EQ-1087,OP-226,2023-06-05,6.52
USG-101672,EQ-1010,OP-204,2023-09-13,6.77
USG-101673,EQ-1098,OP-212,2023-08-05,5.19
USG-101674,EQ-1125,OP-248,2023-01-20,2.41
USG-101675,EQ-1023,OP-212,2023-08-21,7.84
USG-101676,EQ-1082,OP-257,2023-04-21,8.68
USG-101677,EQ-1007,OP-256,2023-02-05,8.82
USG-101678,EQ-1137,OP-206,2023-05-10,6.66
USG-101679,EQ-1075,OP-205,2023-05-29,8.71
USG-101680,EQ-1019,OP-262,2023-08-05,9.97
USG-101681,EQ-1096,OP-223,2023-04-25,10.38
USG-101682,EQ-1113,OP-214,2023-02-21,11.78
USG-101683,EQ-1006,OP-246,2024-02-11,6.77
USG-101684,EQ-1094,OP-213,2023-08-03,7.35
USG-101685,EQ-1016,OP-245,2023-09-01,11.02
USG-101686,EQ-1030,OP-211,2023-10-20,8.43
USG-101687,EQ-1142,OP-208,2024-05-12,5.84
USG-101688,EQ-1059,OP-238,2023-03-10,5.4
USG-101689,EQ-1003,OP-234,2023-10-27,10.02
USG-101690,EQ-1062,OP-227,2023-04-07,3.75
USG-101691,EQ-1141,OP-269,2024-03-15,2.83
USG-101692,EQ-1017,OP-209,2023-10-17,5.84
USG-101693,EQ-1057,OP-252,2023-01-31,6.77
USG-101694,EQ-1101,OP-247,2023-07-20,3.86
USG-101695,EQ-1122,OP-265,2024-03-31,8.17
USG-101696,EQ-1133,OP-209,2023-08-10,7.4
USG-101697,EQ-1037,OP-205,2023-07-09,8.33
USG-101698,EQ-1087,OP-268,2023-11-06,11.46
USG-101699,EQ-1098,OP-275,2023-12-22,7.79
USG-101700,EQ-1035,OP-211,2023-12-21,6.93
USG-101701,EQ-1064,OP-234,2024-03-23,4.79
USG-101702,EQ-1061,OP-244,2024-05-12,6.94
USG-101703,EQ-1067,OP-224,2024-01-29,9.92
USG-101704,EQ-1048,OP-246,2023-12-31,9.88
USG-101705,EQ-1044,OP-237,2023-11-23,8.15
USG-101706,EQ-1127,OP-250,2023-09-05,6.32
USG-101707,EQ-1065,OP-232,2023-03-05,11.83
USG-101709,EQ-1130,OP-225,2023-05-17,11.81
USG-101710,EQ-1121,OP-240,2023-03-03,9.48
USG-101711,EQ-1010,OP-235,2023-02-25,9.73
USG-101712,EQ-1108,OP-272,2023-01-31,8.06
USG-101713,EQ-1110,OP-228,2023-11-13,11.24
USG-101714,EQ-1060,OP-270,2023-10-27,9.96
USG-101715,EQ-1052,OP-202,2024-05-03,7.95
USG-101716,EQ-1124,OP-231,2024-03-08,7.9
USG-101717,EQ-1056,OP-200,2023-05-03,10.54
USG-101719,EQ-1098,OP-248,2023-01-12,10.76
USG-101720,EQ-1134,OP-202,2023-09-13,6.14
USG-101721,EQ-1036,OP-276,2024-03-04,9.77
USG-101722,EQ-1080,OP-235,2023-05-08,5.48
USG-101723,EQ-1006,OP-272,2023-05-05,6.77
USG-101724,EQ-1005,OP-244,2023-07-04,9.1
USG-101725,EQ-1022,OP-244,2023-04-28,4.23
USG-101726,EQ-1056,OP-266,2023-11-03,1.88
USG-101727,EQ-1012,OP-211,2023-12-29,8.8
USG-101728,EQ-1020,OP-232,2023-08-20,6.08
USG-101729,EQ-1047,OP-239,2023-03-27,2.47
USG-101730,EQ-1045,OP-260,2024-04-27,1.68
USG-101731,EQ-1019,OP-212,2023-05-18,2.8
USG-101732,EQ-1094,OP-219,2023-10-01,1.59
USG-101733,EQ-1069,OP-202,2023-09-14,6.77
USG-101734,EQ-1012,OP-216,2023-05-04,7.53
USG-101735,EQ-1062,OP-214,2024-01-01,9.42
USG-101736,EQ-1096,OP-236,2023-08-24,9.42
USG-101737,EQ-1103,OP-259,2024-05-07,9.76
USG-101738,EQ-1103,OP-267,2024-04-24,6.75
USG-101739,EQ-1052,OP-247,2024-03-07,5.83
USG-101740,EQ-1095,OP-262,2023-04-12,9.64
USG-101741,EQ-1115,OP-217,2023-11-29,2.99
USG-101742,EQ-1112,OP-251,2023-08-27,3.65
USG-101743,EQ-1013,OP-218,2024-04-04,5.43
USG-101744,EQ-1098,OP-255,2023-02-09,6.88
USG-101745,EQ-1122,OP-242,2023-04-10,1.62
USG-101746,EQ-1143,OP-203,2023-09-18,1.75
USG-101747,EQ-1117,OP-241,2023-05-26,7.65
USG-101748,EQ-1124,OP-265,2023-01-19,9.36
USG-101749,EQ-1039,OP-248,2023-06-19,9.09
